period	cc	year	CG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40	cc41	cc42	cc43
2	188	1978	10.031141	92.030273	6	12.605419	17.60788	82.427162	5.9916401	36.712601	2.7739584	41.961311	56.945316	21.397261	6.7580681	10.999712	-9	1	1	1	5	6.3615928	100	4.8000002	12.605594	17.472935	86.862915	5.9131784	34.527599	2.6352324	39.992485	57.357307	14.67438	6.1109247	15.939554	-6.8000002	2	1	1	4.75	5.7001314	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3	188	1983	8.6208134	86.415977	6	12.605419	17.750376	78.516022	5.8398314	40.82	2.8208992	43.030277	56.018131	40.489262	6.7635622	21.119024	-6.5999999	2.4000001	1	1	4.5999999	6.5881066	92.030273	6	12.605419	17.60788	82.427162	5.9916401	36.712601	2.7739584	41.961311	56.945316	21.397261	6.7580681	10.999712	-9	1	1	1	5	6.3615928	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
4	188	1988	13.842512	92.062759	6	12.605419	17.888994	75.178802	5.6552935	46.372398	2.8052876	49.02293	56.070614	67.589142	7.3897629	8.4204903	6.5999999	7	1	1	2.5999999	6.5558629	86.415977	6	12.605419	17.750376	78.516022	5.8398314	40.82	2.8208992	43.030277	56.018131	40.489262	6.7635622	21.119024	-6.5999999	2.4000001	1	1	4.5999999	6.5881066	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
5	188	1993	16.64991	96.540443	6	12.605419	18.007669	71.563026	5.4285154	48.41	2.4596286	62.490658	57.95462	56.518661	8.4916801	9.7667799	8	8.6000004	1	1	2.8	6.8677893	92.062759	6	12.605419	17.888994	75.178802	5.6552935	46.372398	2.8052876	49.02293	56.070614	67.589142	7.3897629	8.4204903	6.5999999	7	1	1	2.5999999	6.5558629	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
6	188	1998	17.459705	100	6	12.605419	18.119101	67.568306	5.3985195	48.110001	2.1899235	94.930969	55.136765	51.152618	9.1313772	9.7123957	8	9	1	1	2	7.0286193	96.540443	6	12.605419	18.007669	71.563026	5.4285154	48.41	2.4596286	62.490658	57.95462	56.518661	8.4916801	9.7667799	8	8.6000004	1	1	2.8	6.8677893	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
7	188	2003	18.091158	100	3	12.605419	18.226667	63.936096	5.5716724	48.0158	1.9737209	100.74288	45.208099	63.144718	9.4025583	4.8515878	8	9	1	1	2.2	6.9607182	100	6	12.605419	18.119101	67.568306	5.3985195	48.110001	2.1899235	94.930969	55.136765	51.152618	9.1313772	9.7123957	8	9	1	1	2	7.0286193	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
8	188	2008	16.782595	100	3	12.605419	18.317259	59.947975	5.8331294	48.402	1.5788831	78.970474	43.706661	47.572239	9.9703093	4.5168099	8	9	1	1	3.5999999	7.4851251	100	3	12.605419	18.226667	63.936096	5.5716724	48.0158	1.9737209	100.74288	45.208099	63.144718	9.4025583	4.8515878	8	9	1	1	2.2	6.9607182	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
2	225	1978	20.788836	79.561287	0	13.997832	17.132639	75.661606	5.7010508	48.298599	2.3099716	58.776249	66.369865	41.535599	9.3713055	14.66204	4	2	0	0	4.8000002	7.4810109	100	0	13.997832	17.009226	76.67527	6.0273228	47.988998	2.6119895	51.726444	66.516701	37.380939	8.9562578	12.379402	4	2	0	0	4.25	7.0241632	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
3	225	1983	24.332918	76.935448	1.8	13.997832	17.261793	73.193695	5.5417476	48.993198	2.0706077	52.17775	65.889565	27.400261	9.4322472	13.750552	4	2	0	0	5	7.7712717	79.561287	0	13.997832	17.132639	75.661606	5.7010508	48.298599	2.3099716	58.776249	66.369865	41.535599	9.3713055	14.66204	4	2	0	0	4.8000002	7.4810109	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
4	225	1988	27.867214	82.492805	3	13.997832	17.376011	69.341652	5.5130944	50.971001	2.4644573	49.14782	65.409271	32.342281	9.0963945	15.90454	4.1999998	2.2	0	0	5.1999998	7.8339944	76.935448	1.8	13.997832	17.261793	73.193695	5.5417476	48.993198	2.0706077	52.17775	65.889565	27.400261	9.4322472	13.750552	4	2	0	0	5	7.7712717	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
5	225	1993	30.798834	74.309692	3	13.997832	17.498945	62.583954	5.5541649	53.506401	2.1938405	40.998978	63.858246	40.551041	9.3684702	12.646022	7.4000001	7	0	0	3.5999999	8.1221638	82.492805	3	13.997832	17.376011	69.341652	5.5130944	50.971001	2.4644573	49.14782	65.409271	32.342281	9.0963945	15.90454	4.1999998	2.2	0	0	5.1999998	7.8339944	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
6	225	1998	29.334782	82.03833	.60000002	13.997832	17.590292	55.897095	5.7488475	55.929001	2.4419322	49.396671	65.862312	45.028141	10.081976	7.9578638	9	9	0	0	1	8.065753	74.309692	3	13.997832	17.498945	62.583954	5.5541649	53.506401	2.1938405	40.998978	63.858246	40.551041	9.3684702	12.646022	7.4000001	7	0	0	3.5999999	8.1221638	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
7	225	2003	29.200588	82.732819	0	13.997832	17.65687	51.046528	6.1660695	58.310001	1.7593044	56.002754	69.550903	37.570919	10.752483	7.1566439	9	9	0	0	1	8.1679897	82.03833	.60000002	13.997832	17.590292	55.897095	5.7488475	55.929001	2.4419322	49.396671	65.862312	45.028141	10.081976	7.9578638	9	9	0	0	1	8.065753	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
2	227	1978	21.777937	93.336594	0	13.121423	17.420948	42.553699	17.331779	71.501404	.55555558	29.229918	39.85622	15.05266	9.0407658	18.158079	6.5999999	9	.40000001	1	2.5999999	8.3836193	100	0	13.121851	17.370695	44.376289	16.189651	68.157204	1.1596639	28.347075	40.542217	9.3667936	8.3194523	12.188088	-6.1999998	1	1	1	5	7.6459169	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
3	227	1983	27.442844	84.182129	0	13.121255	17.453096	38.291008	18.199759	73.643402	.54054052	38.808056	34.322918	31.332541	9.3818693	11.455576	9.8000002	9.8000002	0	1	1.4	8.452301	93.336594	0	13.121423	17.420948	42.553699	17.331779	71.501404	.55555558	29.229918	39.85622	15.05266	9.0407658	18.158079	6.5999999	9	.40000001	1	2.5999999	8.3836193	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
4	227	1988	30.627741	77.679565	0	13.121243	17.479073	32.36869	19.714756	74.895798	.52631581	36.238995	34.884785	41.865082	10.553315	7.3963141	10	10	0	1	1	9.1281528	84.182129	0	13.121255	17.453096	38.291008	18.199759	73.643402	.54054052	38.808056	34.322918	31.332541	9.3818693	11.455576	9.8000002	9.8000002	0	1	1.4	8.452301	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
5	227	1993	35.477058	72.728798	0	13.121243	17.479073	26.467257	21.809082	75.653999	0	38.925385	43.306057	53.2747	11.403737	5.3992238	10	10	0	1	1	9.5622835	77.679565	0	13.121243	17.479073	32.36869	19.714756	74.895798	.52631581	36.238995	34.884785	41.865082	10.553315	7.3963141	10	10	0	1	1	9.1281528	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
6	227	1998	33.642345	82.24437	0	13.121066	17.504391	22.530853	23.989828	76.099602	.51282054	53.68708	41.911037	63.8591	11.696032	2.8818021	10	10	0	1	1	9.617856	72.728798	0	13.121243	17.479073	26.467257	21.809082	75.653999	0	38.925385	43.306057	53.2747	11.403737	5.3992238	10	10	0	1	1	9.5622835	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
7	227	2003	27.198368	70.555687	0	13.120378	17.552954	21.139563	24.57781	76.525398	1.9291116	56.769028	37.203991	49.206699	12.611157	4.2188978	10	10	0	1	1	9.9107599	82.24437	0	13.121066	17.504391	22.530853	23.989828	76.099602	.51282054	53.68708	41.911037	63.8591	11.696032	2.8818021	10	10	0	1	1	9.617856	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
8	227	2008	28.142229	67.095589	0	13.120157	17.626471	21.538452	24.581209	77.050797	1.3337725	56.907059	38.162067	45.781898	13.263403	1.987766	10	10	0	1	1	10.356441	70.555687	0	13.120378	17.552954	21.139563	24.57781	76.525398	1.9291116	56.769028	37.203991	49.206699	12.611157	4.2188978	10	10	0	1	1	9.9107599	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
2	228	1978	26.917282	100	0	11.046276	16.495964	60.99749	7.1775374	19.0606	2.9670329	69.376328	52.084904	65.637939	4.4107814	14.191874	6.8000002	7	0	.60000002	2	5.5389819	100	0	11.046276	16.410103	66.237709	6.7419143	19.495399	0	50.748402	44.130199	43.348801	4.863802	10.588586	8	7	0	1	2	5.4763775	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
3	228	1983	26.938793	100	3	11.046276	16.575191	57.387768	7.8579969	18.302	1.3333334	68.651917	48.160938	75.106079	5.5735126	14.155503	5.1999998	6.1999998	.60000002	0	2.5999999	5.8160982	100	0	11.046276	16.495964	60.99749	7.1775374	19.0606	2.9670329	69.376328	52.084904	65.637939	4.4107814	14.191874	6.8000002	7	0	.60000002	2	5.5389819	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
4	228	1988	26.581858	100	8.1999998	11.046276	16.636599	53.122208	8.6392918	17.513	1.25	62.647282	41.240929	95.058723	6.0879693	10.954454	5	6	1	0	3.4000001	6.0352983	100	3	11.046276	16.575191	57.387768	7.8579969	18.302	1.3333334	68.651917	48.160938	75.106079	5.5735126	14.155503	5.1999998	6.1999998	.60000002	0	2.5999999	5.8160982	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
5	228	1993	26.827017	100	5	11.046276	16.705883	47.77816	9.382679	16.743601	1.1764706	73.413979	45.40612	93.057259	6.7641816	9.7972383	5	6	1	0	4	6.4182587	100	8.1999998	11.046276	16.636599	53.122208	8.6392918	17.513	1.25	62.647282	41.240929	95.058723	6.0879693	10.954454	5	6	1	0	3.4000001	6.0352983	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
6	228	1998	24.830832	100	5	11.046276	16.738323	41.613766	9.5499849	16.0014	1.1111112	78.679321	47.713917	89.320099	7.4852104	8.0792255	5	6	1	0	3	6.7486296	100	5	11.046276	16.705883	47.77816	9.382679	16.743601	1.1764706	73.413979	45.40612	93.057259	6.7641816	9.7972383	5	6	1	0	4	6.4182587	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
7	228	2003	23.811678	100	5	11.046276	16.780466	37.670876	10.179674	15.3598	1.0526316	77.538902	57.702599	99.42112	7.8897691	9.969326	5.4000001	6	1	0	3	6.8990722	100	5	11.046276	16.738323	41.613766	9.5499849	16.0014	1.1111112	78.679321	47.713917	89.320099	7.4852104	8.0792255	5	6	1	0	3	6.7486296	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
2	240	1978	13.367743	85.423073	2	13.143909	17.621679	73.278633	6.420095	25.577801	2.2750793	46.189686	48.864494	23.929359	7.0004015	8.31141	-.60000002	5.5	.60000002	1	4.8000002	6.2859297	86.33815	2	13.143909	17.503765	81.144638	6.4777422	22.610399	2.5674818	38.21283	55.537029	22.58572	6.3424878	9.5637846	-2	4	0	1	5	5.6143517	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
3	240	1983	16.037968	94.180618	1.2	13.143909	17.727133	61.631367	6.4242864	27.5734	2.0425186	47.862877	46.731953	39.557281	7.5475016	4.1408982	2	7	0	1	3	6.6691256	85.423073	2	13.143909	17.621679	73.278633	6.420095	25.577801	2.2750793	46.189686	48.864494	23.929359	7.0004015	8.31141	-.60000002	5.5	.60000002	1	4.8000002	6.2859297	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
4	240	1988	14.244245	94.284836	0	13.143909	17.822514	49.881573	6.7783399	28.892401	1.8531234	62.592243	50.682034	40.671581	8.3609819	4.8369398	2.5999999	7	0	1	2.5999999	7.0363302	94.180618	1.2	13.143909	17.727133	61.631367	6.4242864	27.5734	2.0425186	47.862877	46.731953	39.557281	7.5475016	4.1408982	2	7	0	1	3	6.6691256	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
5	240	1993	15.546838	92.538414	0	13.143909	17.889572	42.593811	7.9373417	29.9352	.69570476	80.39949	52.91188	17.57666	9.5489187	4.8643022	7	8.3999996	0	1	3.5999999	7.7032537	94.284836	0	13.143909	17.822514	49.881573	6.7783399	28.892401	1.8531234	62.592243	50.682034	40.671581	8.3609819	4.8369398	2.5999999	7	0	1	2.5999999	7.0363302	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
6	240	1998	20.450314	94.175354	0	13.143909	17.936035	36.855152	9.4070311	30.7962	1.0001853	100.49267	46.995468	24.517275	10.121359	2.9238839	9	9	0	1	2.4000001	7.7112832	92.538414	0	13.143909	17.889572	42.593811	7.9373417	29.9352	.69570476	80.39949	52.91188	17.57666	9.5489187	4.8643022	7	8.3999996	0	1	3.5999999	7.7032537	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
7	240	2003	20.000893	95.196579	0	13.143909	17.995911	33.058006	10.942774	31.8018	1.2602333	123.70484	45.288502	51.00864	10.768716	2.3654535	9	9	0	1	2.2	7.7485638	94.175354	0	13.143909	17.936035	36.855152	9.4070311	30.7962	1.0001853	100.49267	46.995468	24.517275	10.121359	2.9238839	9	9	0	1	2.4000001	7.7112832	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
2	248	1978	12.556685	100	0	13.553665	17.552612	73.252213	7.5134263	42.902401	2.4419322	10.827079	50.482906	23.219879	7.2892656	51.393379	6.1999998	7.4000001	0	0	2.5999999	7.6695242	100	0	13.553665	17.452404	76.839951	7.2417049	40.245201	2.1938405	11.806482	59.296509	25.35914	6.7249784	20.0219	4.5999999	6.1999998	0	0	2.25	6.903945	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
3	248	1983	12.725666	100	1.2	13.553665	17.665205	68.625671	6.7362008	48.980801	2.175971	23.383272	50.100521	36.993099	7.0930157	39.966679	2.2	5.8000002	.60000002	0	4	7.5191054	100	0	13.553665	17.552612	73.252213	7.5134263	42.902401	2.4419322	10.827079	50.482906	23.219879	7.2892656	51.393379	6.1999998	7.4000001	0	0	2.5999999	7.6695242	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
4	248	1988	11.607251	100	3	13.553665	17.766384	63.202782	6.2630835	56.500999	1.962294	26.102312	45.170586	35.283958	7.9412804	54.457279	7.8000002	9	0	0	2.4000001	7.8461804	100	1.2	13.553665	17.665205	68.625671	6.7362008	48.980801	2.175971	23.383272	50.100521	36.993099	7.0930157	39.966679	2.2	5.8000002	.60000002	0	4	7.5191054	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
5	248	1993	16.686108	100	3	13.553665	17.858253	56.929127	6.7204351	60.955002	1.7868544	28.76144	44.079079	32.09642	9.0518036	76.699883	8.3999996	8.3999996	0	0	3.5999999	8.2187929	100	3	13.553665	17.766384	63.202782	6.2630835	56.500999	1.962294	26.102312	45.170586	35.283958	7.9412804	54.457279	7.8000002	9	0	0	2.4000001	7.8461804	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
6	248	1998	25.033674	100	2.4000001	13.553665	17.942385	50.422924	7.6515903	63.693802	1.3227658	41.193169	41.114395	41.570961	9.6078081	80.009659	7.1999998	6.4000001	0	0	4	8.3333445	100	3	13.553665	17.858253	56.929127	6.7204351	60.955002	1.7868544	28.76144	44.079079	32.09642	9.0518036	76.699883	8.3999996	8.3999996	0	0	3.5999999	8.2187929	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7	248	2003	36.800232	100	0	13.553665	18.008036	44.883347	8.4031363	66.000999	1.5391904	48.706619	41.44838	66.025383	10.374927	26.605978	7	6	0	0	3.2	8.431633	100	2.4000001	13.553665	17.942385	50.422924	7.6515903	63.693802	1.3227658	41.193169	41.114395	41.570961	9.6078081	80.009659	7.1999998	6.4000001	0	0	4	8.3333445	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
8	248	2008	29.877783	94.772896	0	13.553665	18.077991	40.530876	8.7146063	69.028603	1.1513772	49.602764	45.24567	42.52092	11.744848	7.7032561	7	6	0	0	3	9.117671	100	0	13.553665	18.008036	44.883347	8.4031363	66.000999	1.5391904	48.706619	41.44838	66.025383	10.374927	26.605978	7	6	0	0	3.2	8.431633	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
7	252	2003	21.635592	80.214165	0	12.205122	17.102955	100.31138	5.3606033	12.7816	3.8575907	36.670429	43.233154	79.32222	7.2557001	4.6036139	-3.4000001	2.8	1	1	5.4000001	5.6524124	81.896133	0	12.205122	16.932432	100.09387	5.5969405	11.9144	2.7310371	33.50647	40.152245	76.787323	6.5017886	5.4915257	-4	2	1	1	4.5999999	5.6604705	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
8	252	2008	16.661098	79.900375	0	12.205122	17.248455	99.392555	5.1377091	14.394	3.2325437	50.262447	41.194221	30.642099	8.431922	8.0415277	-1	6	1	1	5	6.1596498	80.214165	0	12.205122	17.102955	100.31138	5.3606033	12.7816	3.8575907	36.670429	43.233154	79.32222	7.2557001	4.6036139	-3.4000001	2.8	1	1	5.4000001	5.6524124	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
2	256	1978	35.876926	76.443222	0	12.396403	17.840862	34.692451	23.055315	78.161797	0	55.46666	39.44408	49.17334	10.545628	14.89234	10	10	0	1	1	8.6970558	80.372955	0	12.396403	17.840862	37.991673	21.78277	77.456596	0	49.063042	38.828495	56.087502	9.8380356	13.334664	10	10	0	1	1	8.0824652	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
3	256	1983	38.769569	77.140617	.2	12.396403	17.844402	30.476444	23.112309	78.426399	.35714287	52.992786	42.365887	48.84848	10.905161	6.9439158	10	10	0	1	1	9.0369921	76.443222	0	12.396403	17.840862	34.692451	23.055315	78.161797	0	55.46666	39.44408	49.17334	10.545628	14.89234	10	10	0	1	1	8.6970558	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
4	256	1988	34.767181	75.991165	0	12.396403	17.858562	28.998875	23.599421	78.239998	0	50.593597	46.276215	45.648701	11.858323	6.1639681	10	10	0	1	1	9.5305729	77.140617	.2	12.396403	17.844402	30.476444	23.112309	78.426399	.35714287	52.992786	42.365887	48.84848	10.905161	6.9439158	10	10	0	1	1	9.0369921	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
5	256	1993	40.947681	80.276947	0	12.396403	17.872475	29.754063	24.369497	78.267799	.3508772	51.238743	47.908585	45.261799	12.270146	3.015518	10	10	0	1	1	9.8261414	75.991165	0	12.396403	17.858562	28.998875	23.599421	78.239998	0	50.593597	46.276215	45.648701	11.858323	6.1639681	10	10	0	1	1	9.5305729	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
6	256	1998	36.982899	92.356277	0	12.396403	17.882792	29.698578	24.366323	78.531799	.34482759	55.999596	47.795647	54.416241	12.754113	1.8903116	10	10	0	1	1	10.084211	80.276947	0	12.396403	17.872475	29.754063	24.369497	78.267799	.3508772	51.238743	47.908585	45.261799	12.270146	3.015518	10	10	0	1	1	9.8261414	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
7	256	2003	38.52544	91.670937	0	12.396403	17.903131	27.952549	24.165903	78.864601	.33898306	55.31414	47.571381	46.39542	13.384159	2.2479801	10	10	0	1	1	10.345696	92.356277	0	12.396403	17.882792	29.698578	24.366323	78.531799	.34482759	55.999596	47.795647	54.416241	12.754113	1.8903116	10	10	0	1	1	10.084211	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
8	256	2008	43.61512	92.031906	0	12.396403	17.932888	26.510263	24.603649	79.307602	.98378283	60.327717	49.37112	56.586342	13.921408	2.7374179	10	10	0	1	1	10.60198	91.670937	0	12.396403	17.903131	27.952549	24.165903	78.864601	.33898306	55.31414	47.571381	46.39542	13.384159	2.2479801	10	10	0	1	1	10.345696	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
